ID,CLASS,IDX_B,IDX_O,TEXT
148_158.ann_R24,Support,Ent1:T37,Ent2:T35,
148_158.ann_R25,Attack,Ent1:T38,Ent2:T35,
148_158.ann_R26,Support,Ent1:T39,Ent2:T35,
148_158.ann_R27,Support,Ent1:T40,Ent2:T35,
148_158.ann_R28,Support,Ent1:T41,Ent2:T35,
148_158.ann_R29,Support,Ent1:T42,Ent2:T35,
148_158.ann_R30,Support,Ent1:T43,Ent2:T35,
131_221.ann_R1,Support,Ent1:T1,Ent2:T9,
131_221.ann_R2,Support,Ent1:T9,Ent2:T11,
131_221.ann_R3,Support,Ent1:T13,Ent2:T14,
131_221.ann_R4,Support,Ent1:T14,Ent2:T7,
163_122.ann_R1,Support,Ent1:T21,Ent2:T14,
163_122.ann_R2,Support,Ent1:T21,Ent2:T22,
163_122.ann_R3,Support,Ent1:T29,Ent2:T14,
163_122.ann_R4,Support,Ent1:T3,Ent2:T29,
163_122.ann_R5,Support,Ent1:T4,Ent2:T34,
163_122.ann_R6,Support,Ent1:T36,Ent2:T38,
163_122.ann_R7,Support,Ent1:T38,Ent2:T14,
179_98.ann_R1,Support,Ent1:T1,Ent2:T5,
179_98.ann_R2,Support,Ent1:T2,Ent2:T5,
179_98.ann_R3,Support,Ent1:T25,Ent2:T26,
179_98.ann_R4,Support,Ent1:T26,Ent2:T7,
179_98.ann_R5,Support,Ent1:T28,Ent2:T30,
179_98.ann_R6,Attack,Ent1:T30,Ent2:T8,
180_232.ann_R1,Attack,Ent1:T13,Ent2:T3,
180_232.ann_R2,Attack,Ent1:T16,Ent2:T4,
180_232.ann_R3,Attack,Ent1:T18,Ent2:T6,
180_232.ann_R4,Support,Ent1:T22,Ent2:T25,
180_232.ann_R5,Support,Ent1:T25,Ent2:T5,
185_66.ann_R1,Support,Ent1:T19,Ent2:T13,
185_66.ann_R2,Support,Ent1:T23,Ent2:T13,
185_66.ann_R3,Support,Ent1:T2,Ent2:T23,
185_66.ann_R4,Support,Ent1:T1,Ent2:T23,
185_66.ann_R5,Support,Ent1:T7,Ent2:T23,
189_71.ann_R1,Support,Ent1:T1,Ent2:T14,
189_71.ann_R2,Support,Ent1:T2,Ent2:T14,
189_71.ann_R3,Support,Ent1:T14,Ent2:T4,
114_96.ann_R1,Support,Ent1:T20,Ent2:T23,
114_96.ann_R2,Support,Ent1:T22,Ent2:T23,
114_96.ann_R3,Support,Ent1:T23,Ent2:T11,
114_96.ann_R4,Support,Ent1:T24,Ent2:T22,
154_75.ann_R1,Support,Ent1:T23,Ent2:T9,
154_75.ann_R2,Support,Ent1:T24,Ent2:T10,
154_75.ann_R3,Support,Ent1:T27,Ent2:T24,
178_94.ann_R1,Support,Ent1:T1,Ent2:T17,
178_94.ann_R2,Support,Ent1:T3,Ent2:T17,
178_94.ann_R3,Support,Ent1:T2,Ent2:T20,
178_94.ann_R4,Support,Ent1:T19,Ent2:T22,
178_94.ann_R5,Support,Ent1:T23,Ent2:T24,
178_94.ann_R6,Attack,Ent1:T23,Ent2:T7,
178_94.ann_R8,Attack,Ent1:T23,Ent2:T11,
178_94.ann_R9,Support,Ent1:T27,Ent2:T10,
178_94.ann_R10,Attack,Ent1:T27,Ent2:T8,
178_94.ann_R7,Attack,Ent1:T24,Ent2:T9,
119_119.ann_R1,Support,Ent1:T5,Ent2:T17,
119_119.ann_R2,Attack,Ent1:T18,Ent2:T11,
119_119.ann_R3,Support,Ent1:T2,Ent2:T18,
119_119.ann_R4,Support,Ent1:T22,Ent2:T26,
159_111.ann_R1,Support,Ent1:T23,Ent2:T8,
159_111.ann_R2,Attack,Ent1:T30,Ent2:T8,
159_111.ann_R3,Support,Ent1:T29,Ent2:T8,
159_111.ann_R4,Attack,Ent1:T26,Ent2:T8,
159_111.ann_R5,Support,Ent1:T1,Ent2:T32,
159_111.ann_R6,Support,Ent1:T2,Ent2:T32,
159_111.ann_R7,Support,Ent1:T38,Ent2:T9,
159_111.ann_R8,Support,Ent1:T40,Ent2:T38,
159_111.ann_R9,Support,Ent1:T41,Ent2:T38,
159_111.ann_R10,Support,Ent1:T43,Ent2:T38,
159_111.ann_R11,Support,Ent1:T44,Ent2:T38,
159_111.ann_R12,Support,Ent1:T45,Ent2:T10,
159_111.ann_R13,Support,Ent1:T48,Ent2:T45,
159_111.ann_R14,Attack,Ent1:T50,Ent2:T45,
159_111.ann_R15,Support,Ent1:T54,Ent2:T45,
159_111.ann_R16,Attack,Ent1:T54,Ent2:T9,
159_111.ann_R17,Support,Ent1:T56,Ent2:T45,
159_111.ann_R18,Support,Ent1:T57,Ent2:T45,
159_111.ann_R19,Attack,Ent1:T58,Ent2:T11,
159_111.ann_R21,Attack,Ent1:T61,Ent2:T11,
159_111.ann_R23,Attack,Ent1:T64,Ent2:T11,
159_111.ann_R25,Support,Ent1:T68,Ent2:T8,
159_111.ann_R26,Support,Ent1:T68,Ent2:T11,
159_111.ann_R20,Attack,Ent1:T73,Ent2:T12,
159_111.ann_R22,Support,Ent1:T75,Ent2:T10,
159_111.ann_R24,Support,Ent1:T78,Ent2:T8,
134_169.ann_R1,Support,Ent1:T14,Ent2:T4,
134_169.ann_R2,Support,Ent1:T2,Ent2:T4,
134_169.ann_R3,Support,Ent1:T1,Ent2:T4,
134_169.ann_R4,Support,Ent1:T16,Ent2:T4,
134_169.ann_R5,Support,Ent1:T21,Ent2:T4,
134_169.ann_R6,Attack,Ent1:T23,Ent2:T8,
134_169.ann_R7,Attack,Ent1:T23,Ent2:T10,
134_169.ann_R8,Attack,Ent1:T2,Ent2:T12,
134_169.ann_R9,Attack,Ent1:T25,Ent2:T12,
145_143.ann_R1,Support,Ent1:T11,Ent2:T8,
145_143.ann_R2,Support,Ent1:T12,Ent2:T11,
145_143.ann_R3,Attack,Ent1:T13,Ent2:T9,
145_143.ann_R4,Support,Ent1:T1,Ent2:T8,
165_229.ann_R1,Support,Ent1:T11,Ent2:T7,
165_229.ann_R2,Support,Ent1:T12,Ent2:T11,
165_229.ann_R3,Support,Ent1:T4,Ent2:T18,
165_229.ann_R4,Support,Ent1:T18,Ent2:T19,
165_229.ann_R5,Support,Ent1:T19,Ent2:T6,
165_229.ann_R6,Support,Ent1:T19,Ent2:T7,
165_229.ann_R7,Attack,Ent1:T19,Ent2:T8,
165_229.ann_R8,Attack,Ent1:T19,Ent2:T9,
165_229.ann_R9,Support,Ent1:T19,Ent2:T10,
165_229.ann_R10,Support,Ent1:T20,Ent2:T7,
165_229.ann_R11,Support,Ent1:T1,Ent2:T20,
164_123.ann_R1,Support,Ent1:T17,Ent2:T8,
164_123.ann_R2,Support,Ent1:T18,Ent2:T17,
164_123.ann_R3,Support,Ent1:T25,Ent2:T23,
164_123.ann_R4,Support,Ent1:T4,Ent2:T21,
164_123.ann_R5,Support,Ent1:T4,Ent2:T27,
164_123.ann_R6,Support,Ent1:T24,Ent2:T27,
164_123.ann_R7,Support,Ent1:T25,Ent2:T27,
164_123.ann_R8,Support,Ent1:T26,Ent2:T21,
102_87.ann_R1,Support,Ent1:T16,Ent2:T5,
102_87.ann_R2,Support,Ent1:T1,Ent2:T16,
102_87.ann_R3,Support,Ent1:T2,Ent2:T16,
102_87.ann_R4,Support,Ent1:T3,Ent2:T16,
102_87.ann_R5,Attack,Ent1:T4,Ent2:T16,
169_87.ann_R1,Support,Ent1:T14,Ent2:T7,
194_162.ann_R1,Support,Ent1:T4,Ent2:T16,
194_162.ann_R2,Support,Ent1:T16,Ent2:T8,
194_162.ann_R3,Support,Ent1:T1,Ent2:T18,
100_85.ann_R1,Support,Ent1:T10,Ent2:T7,
100_85.ann_R3,Attack,Ent1:T12,Ent2:T4,
100_85.ann_R4,Attack,Ent1:T12,Ent2:T8,
100_85.ann_R5,Attack,Ent1:T12,Ent2:T5,
122_119.ann_R1,Support,Ent1:T16,Ent2:T6,
122_119.ann_R2,Attack,Ent1:T17,Ent2:T6,
122_119.ann_R3,Attack,Ent1:T19,Ent2:T8,
122_119.ann_R4,Support,Ent1:T2,Ent2:T6,
122_119.ann_R5,Support,Ent1:T21,Ent2:T6,
155_83.ann_R1,Support,Ent1:T19,Ent2:T11,
155_83.ann_R2,Support,Ent1:T21,Ent2:T19,
137_164.ann_R1,Attack,Ent1:T9,Ent2:T12,
137_164.ann_R2,Attack,Ent1:T9,Ent2:T2,
137_164.ann_R3,Support,Ent1:T9,Ent2:T13,
137_164.ann_R4,Support,Ent1:T12,Ent2:T13,
137_164.ann_R5,Support,Ent1:T13,Ent2:T3,
137_164.ann_R6,Support,Ent1:T14,Ent2:T3,
136_132.ann_R1,Support,Ent1:T15,Ent2:T7,
136_132.ann_R2,Support,Ent1:T3,Ent2:T7,
187_68.ann_R1,Support,Ent1:T9,Ent2:T6,
187_68.ann_R2,Attack,Ent1:T10,Ent2:T4,
126_59.ann_R1,Support,Ent1:T15,Ent2:T5,
126_59.ann_R2,Support,Ent1:T17,Ent2:T5,
126_59.ann_R3,Support,Ent1:T19,Ent2:T5,
126_59.ann_R4,Support,Ent1:T1,Ent2:T5,
147_157.ann_R1,Attack,Ent1:T4,Ent2:T5,
147_157.ann_R3,Support,Ent1:T18,Ent2:T19,
147_157.ann_R2,Attack,Ent1:T19,Ent2:T5,
147_157.ann_R4,Attack,Ent1:T22,Ent2:T7,
147_157.ann_R5,Attack,Ent1:T24,Ent2:T8,
147_157.ann_R6,Attack,Ent1:T27,Ent2:T6,
147_157.ann_R7,Support,Ent1:T27,Ent2:T9,
147_157.ann_R8,Support,Ent1:T28,Ent2:T9,
147_157.ann_R9,Support,Ent1:T28,Ent2:T30,
147_157.ann_R10,Support,Ent1:T30,Ent2:T9,
147_157.ann_R11,Support,Ent1:T1,Ent2:T9,
147_157.ann_R12,Support,Ent1:T2,Ent2:T9,
151_70.ann_R1,Support,Ent1:T10,Ent2:T13,
151_70.ann_R2,Support,Ent1:T13,Ent2:T4,
151_70.ann_R3,Support,Ent1:T1,Ent2:T10,
151_70.ann_R4,Support,Ent1:T2,Ent2:T10,
108_219.ann_R1,Support,Ent1:T9,Ent2:T5,
108_219.ann_R2,Support,Ent1:T9,Ent2:T6,
108_219.ann_R3,Attack,Ent1:T11,Ent2:T5,
108_219.ann_R4,Support,Ent1:T11,Ent2:T6,
117_112.ann_R1,Support,Ent1:T21,Ent2:T10,
117_112.ann_R2,Support,Ent1:T5,Ent2:T10,
117_112.ann_R3,Support,Ent1:T2,Ent2:T10,
117_112.ann_R4,Support,Ent1:T5,Ent2:T10,
117_112.ann_R5,Support,Ent1:T20,Ent2:T10,
143_141.ann_R1,Support,Ent1:T13,Ent2:T5,
143_141.ann_R2,Support,Ent1:T14,Ent2:T5,
143_141.ann_R3,Support,Ent1:T1,Ent2:T5,
172_50.ann_R1,Support,Ent1:T1,Ent2:T9,
172_50.ann_R2,Support,Ent1:T9,Ent2:T4,
172_50.ann_R3,Attack,Ent1:T15,Ent2:T2,
172_50.ann_R4,Support,Ent1:T1,Ent2:T15,
172_50.ann_R5,Support,Ent1:T1,Ent2:T16,
172_50.ann_R6,Support,Ent1:T16,Ent2:T3,
172_50.ann_R7,Support,Ent1:T9,Ent2:T5,
172_50.ann_R8,Support,Ent1:T20,Ent2:T6,
172_50.ann_R9,Support,Ent1:T1,Ent2:T20,
118_117.ann_R1,Support,Ent1:T14,Ent2:T6,
118_117.ann_R2,Support,Ent1:T1,Ent2:T6,
191_125.ann_R1,Support,Ent1:T22,Ent2:T13,
191_125.ann_R2,Support,Ent1:T22,Ent2:T14,
191_125.ann_R3,Support,Ent1:T22,Ent2:T15,
191_125.ann_R4,Support,Ent1:T22,Ent2:T16,
191_125.ann_R5,Attack,Ent1:T30,Ent2:T12,
160_117.ann_R1,Support,Ent1:T12,Ent2:T4,
160_117.ann_R2,Support,Ent1:T12,Ent2:T13,
160_117.ann_R3,Support,Ent1:T17,Ent2:T19,
160_117.ann_R4,Support,Ent1:T1,Ent2:T4,
160_117.ann_R5,Support,Ent1:T19,Ent2:T4,
192_160.ann_R1,Support,Ent1:T5,Ent2:T15,
192_160.ann_R2,Support,Ent1:T6,Ent2:T15,
192_160.ann_R3,Support,Ent1:T7,Ent2:T15,
192_160.ann_R4,Support,Ent1:T16,Ent2:T12,
192_160.ann_R5,Attack,Ent1:T17,Ent2:T11,
162_121.ann_R1,Support,Ent1:T14,Ent2:T6,
162_121.ann_R2,Support,Ent1:T14,Ent2:T15,
162_121.ann_R3,Support,Ent1:T17,Ent2:T6,
168_86.ann_R1,Attack,Ent1:T17,Ent2:T2,
168_86.ann_R2,Attack,Ent1:T17,Ent2:T4,
168_86.ann_R3,Attack,Ent1:T19,Ent2:T5,
168_86.ann_R4,Support,Ent1:T17,Ent2:T6,
168_86.ann_R5,Attack,Ent1:T17,Ent2:T3,
