ID,CLASS,IDX_B,IDX_O,TEXT
133_168.ann_T18,Claim,950,1019,The dry or atrophic form presents with slowly progressive visual loss
133_168.ann_T20,Claim,1021,1217,But the wet or exudative form produces acute or rapidly progressive severe visual loss (usually due to subretinal hemorrhage accompanied by metamorphopsia (image distortion due to retinal lifting)
133_168.ann_T23,Claim,1219,1269,An epiretinal membrane usually has a slower course
133_168.ann_T26,Claim,1271,1398,"In a macular hole, visual loss is more relevant (metamorphopsia may also be reported, but it is less likely in the acute stage)"
133_168.ann_T32,Claim,1400,1556,"In thrombosis of the central retinal vein, visual loss is more important and does not usually explain metamorphopsia (but may have it, due to macular edema)"
144_142.ann_T1,Premise,42,137,"A 13-year-old girl consults us for weight loss, asthenia, secondary amenorrhea and constipation"
144_142.ann_T2,Premise,139,255,"Examination revealed a temperature of 35ºC, weight below the 3rd percentile, bradycardia and orthostatic hypotension"
144_142.ann_T3,Premise,257,426,"Laboratory tests showed anemia with mild leukopenia, cholesterol of 230 mg/dL and on the electrocardiogram a flattened T wave with ST-segment elevation and prolonged QTc"
144_142.ann_T5,Claim,490,556,"Suspect anorexia nervosa and inquire about intake, body image, etc"
144_142.ann_T6,Claim,561,620,Suspect hypothyroidism and request TSH and thyroid hormones
144_142.ann_T7,Claim,625,676,Suspect cardiomyopathy and request echocardiography
144_142.ann_T8,Claim,681,760,I would suspect celiac disease and request anti-transglutaminase IgA antibodies
144_142.ann_T9,Claim,765,821,Suspect panhypopituitarism and request a cranial CT scan
144_142.ann_T10,Claim,841,864,The correct answer is 1
144_142.ann_T11,Claim,866,959,The symptoms and signs described are the biological findings associated with anorexia nervosa
144_142.ann_T24,Premise,961,1023,The ECG disturbances are derived from electrolyte disturbances
156_230.ann_T1,Premise,44,176,"A 40-year-old patient who comes to the emergency room with aphthous stomatitis, conjunctivitis, urethritis, balanitis and joint pain"
156_230.ann_T8,Claim,234,250,Behçet's disease
156_230.ann_T9,Claim,255,282,Reactive arthritis syndrome
156_230.ann_T10,Claim,287,303,Sweet's syndrome
156_230.ann_T11,Claim,308,328,Vitamin A deficiency
156_230.ann_T12,Claim,333,353,Gonococcal infection
156_230.ann_T13,Claim,373,498,"Given this clinical picture and without having complementary tests available, the most likely diagnosis is reactive arthritis"
156_230.ann_T15,Claim,500,577,The only problem is that the statement speaks of joint pain and not arthritis
156_230.ann_T16,Claim,581,710,"Reiter's syndrome (triad of conjunctivitis, urethritis and arthritis) is one of the forms in which reactive arthritis can present"
156_230.ann_T18,Claim,712,806,In Behçet's disease oral and genital aphthous ulcers may occur but urethritis is not a feature
156_230.ann_T19,Claim,808,858,And the characteristic ocular condition is uveitis
149_162.ann_T1,Premise,42,183,A 52-year-old woman comes to the emergency room with bilateral paralysis of the upper extremities that had started abruptly two hours earlier
149_162.ann_T2,Premise,185,278,In the interview she is smiling and says she does not understand why her family is so worried
149_162.ann_T3,Premise,280,424,The family refers that the day before her son had been arrested by the police for drug trafficking and they had not yet been able to contact him
149_162.ann_T4,Claim,482,501,Factitious disorder
149_162.ann_T5,Claim,506,525,Delusional disorder
149_162.ann_T6,Claim,530,545,Hypochondriasis
149_162.ann_T7,Claim,550,575,Major depressive disorder
149_162.ann_T8,Claim,580,599,Conversive disorder
149_162.ann_T14,Claim,619,743,"The nice word to describe this is: ""Belle indeference"", this woman shows herself with an elegant indifference to a paralysis"
149_162.ann_T15,Claim,745,855,"The diagnosis.... can be excluded 2,3,4 because the clinical does not match: no delirium, no worry, no sadness"
149_162.ann_T17,Claim,857,972,"1 would be if he was making a profit, if he was knowingly simulating and to make a profit he was faking his illness"
149_162.ann_T18,Claim,974,994,This is not the case
149_162.ann_T20,Claim,996,1122,"Conversive would be if the symptom wanted to transmit something to us, that is to say, it was a metaphor of its internal world"
149_162.ann_T21,Claim,1126,1156,The most exact in this case: 5
142_138.ann_T1,Premise,42,109,"12-year-old girl, only child of healthy, non-consanguineous parents"
142_138.ann_T2,Premise,111,161,There is no personal or family history of interest
142_138.ann_T3,Premise,163,480,"In the clinical examination to start a sports activity, you find a discrete hepatomegaly of normal consistency, so you request a blood test, which highlights an ASAT of 80U / l, ALAT 105 U / l, electrophoretic proteinogram with all protein fractions in normal range and negativity of serology for hepatotropic viruses"
142_138.ann_T15,Claim,551,619,Deficiency of alpha 1 antitrypsin. Thoracic TAC to confirm emphysema
142_138.ann_T16,Claim,624,674,Mucoviscidosis. Determination of chlorine in sweat
142_138.ann_T17,Claim,679,713,Autoimmune hepatitis. Liver biopsy
142_138.ann_T18,Claim,718,780,Glycogenosis type VI (phosphorylase deficiency). Muscle biopsy
142_138.ann_T19,Claim,785,856,Wilson's disease. Determine ceruloplasmin and copper in blood and urine
142_138.ann_T20,Claim,876,1172,"In fact, I would not test this patient at this time, and I would check if the transaminase level has normalized at a later time, since the most frequent cause, at least in children, is a transient elevation in the context of viral diseases (most frequently cytomegalovirus and Epstein-Barr virus)"
142_138.ann_T24,Claim,1174,1286,The minimal elevation of liver enzymes and the fact that it has a normal protein profile goes against chronicity
142_138.ann_T26,Claim,1290,1372,"If I had to choose I would choose answer 5, which seems to me the least aggressive"
142_138.ann_T27,Claim,1378,1581,"if I had to do analytical tests I would add the determination of alpha-1-antitrypsin (without CT) and markers of celiac disease, because celiac disease can also be associated with some hypertransaminemia"
161_118.ann_T1,Premise,42,263,"A 60-year-old woman diagnosed with chronic bronchopathy, diabetes mellitus, hypertension and treated for 4 months with Omeprazole, Metformin, Salbutamol, Ipratropium Bromide and Enalapril 20 mg + Hydrochlorothiazide 25 mg"
161_118.ann_T5,Premise,264,420,"comes to your office for fatigue, decreased appetite, with slight dyspnea and occasional cough, variable stools, sometimes soft and without urinary symptoms"
161_118.ann_T6,Premise,422,574,"Blood tests show leukocytes 10,000/mm³, Ht 35%, MCV 80, Glucose 150 mg/dl, Urea 80 mg/dl, Creatinine 1.6 mg/dl, Sodium 133 mEq/l and Potassium 2.9 mEq/l"
161_118.ann_T7,Claim,625,644,Renal insufficiency
161_118.ann_T8,Claim,649,661,Hyponatremia
161_118.ann_T9,Claim,666,686,Potassium deficiency
161_118.ann_T10,Claim,691,707,Antihypertensive
161_118.ann_T11,Claim,712,721,Metformin
161_118.ann_T12,Claim,741,765,The correct answer is: 4
161_118.ann_T13,Claim,767,783,Antihypertensive
161_118.ann_T14,Claim,785,891,"In particular, hydrochlorothiazide, as a thiazide, is primarily responsible for this patient's hypokalemia"
138_165.ann_T1,Premise,77,253,"A child who comes to the outpatient clinic because he brings his hand to his ear, without fever or acute inflammatory signs and who on examination shows a pinkish/amber eardrum"
138_165.ann_T2,Premise,255,418,"As history he refers that one month ago he presented an episode of otalgia, fever accompanied by irritability and that he was treated with amoxicillin 40 mg/kg/day"
138_165.ann_T9,Claim,460,488,Recurrent acute otitis media
138_165.ann_T10,Claim,493,512,Serous otitis media
138_165.ann_T11,Claim,517,544,Simple chronic otitis media
138_165.ann_T12,Claim,549,587,Chronic cholesteatomatous otitis media
138_165.ann_T13,Claim,592,603,Mastoiditis
138_165.ann_T16,Claim,668,801,"child with otalgia, but without fever or acute inflammatory signs: it is neither 1 (recurrent acute otitis media) nor 5 (mastoiditis)"
138_165.ann_T19,Premise,803,855,"On otoscopy, a pinkish and amber eardrum is observed"
138_165.ann_T23,Claim,857,1010,"there are no scales, so it is not 4 (cholesteatomatous chronic otitis media); nor perforations or adhesions, so it is not 3 (simple chronic otitis media)"
138_165.ann_T26,Claim,1012,1080,Otoscopy is characteristic of serous otitis media (answer 2 correct)
138_165.ann_T28,Claim,1082,1271,"It is known by ENT, pediatricians and family physicians that in the month following an acute otitis media, the middle ear is occupied by a mucous content whose evolution should be monitored"
158_133.ann_T1,Premise,60,89,Obese 12-year-old boy (87 kg)
158_133.ann_T2,Premise,91,174,He has been complaining of mechanical pain in the right thigh and knee for 4 months
158_133.ann_T3,Premise,176,359,Clinical examination reveals a 1 cm discrepancy in the length of the lower extremities and an attitude of the right lower extremity in external rotation with loss of internal rotation
158_133.ann_T7,Claim,400,426,Juvenile chronic arthritis
158_133.ann_T8,Claim,431,461,Epiphysiolysis capitis femoris
158_133.ann_T9,Claim,466,510,Fracture of the femoral neck due to overload
158_133.ann_T10,Claim,515,530,Perthes disease
158_133.ann_T11,Claim,535,581,Sequelae of developmental dysplasia of the hip
158_133.ann_T12,Premise,601,758,"We are presented with an adolescent patient who is overweight with pain in the thigh and knee, a length discrepancy of 1 cm and the limb in external rotation"
158_133.ann_T13,Claim,760,974,"This picture should automatically lead us to mark epiphysiolysis capitis femoris (proximal femoral epiphysiolysis, the fact of reading it in Latin nomina is a bit of a misunderstanding but it should not mislead us)"
158_133.ann_T16,Claim,976,1067,We should think of this one because it is the most frequent and possible (correct answer 2)
158_133.ann_T17,Claim,1069,1206,The other options are not impossible but they are less frequent and they would not ask us this if they wanted us to choose another option
158_133.ann_T20,Claim,1208,1322,"If they were sequelae of hip dysplasia, it would not have this 4-month onset and the age of onset would be earlier"
158_133.ann_T21,Claim,1324,1461,Complications of dysplasia are dislocations and subluxations that may require surgery and avascular necrosis of the head (false answer 5)
158_133.ann_T22,Claim,1463,1588,Perthes disease occurs in younger children (4-9 years) with episodes of limping and pain in the hip and knee (false answer 4)
158_133.ann_T23,Claim,1590,1719,"In a child the most typical would be a fracture at the level of the physis, not at the level of the femoral neck, so we discard 3"
158_133.ann_T24,Claim,1721,1871,"For us to consider this option we would have to have been presented with a bone cyst, something that would justify a weakness in the femoral neck area"
158_133.ann_T25,Claim,1873,1962,"As for juvenile chronic arthritis, it is a rheumatoid option surrounded by trauma options"
158_133.ann_T26,Claim,1964,2070,"They do not speak to us of rheumatologic factors in an analytical analysis, nor of a polyarticular picture"
158_133.ann_T33,Claim,2072,2485,"Perhaps we could think about this one because they talk about pain in the right knee, but this picture that they present us is limited to the right lower limb, they do not talk about other joints or fever or other accompanying systemic symptoms, so it is not an option to evaluate, especially with the other options presented to us that would be more likely in view of the picture presented to us (option 1 false)"
158_133.ann_T34,Claim,2487,2596,"In addition, the knee pain in this case refers to a referred pain of the hip, without involvement of the knee"
198_73.ann_T1,Premise,41,158,A 77-year-old man with a history of type 2 Diabetes Mellitus was diagnosed 2 years ago with mild cognitive impairment
198_73.ann_T2,Premise,160,433,"At that time a Minimental (Folstein) 28/30, abbreviated Yesavage Test 14/15, a CBC with normal TSH and maturation factors along with negative LUES and HIV serologies and a magnetic resonance imaging (MRI) showing diffuse cortical atrophy predominantly in the posterior area"
198_73.ann_T3,Premise,435,584,"The patient was accompanied by his wife, who reported a slow progressive evolution of memory impairment (e.g., sometimes confused with insulin doses)"
198_73.ann_T4,Premise,586,636,There are no hallucinations or behavioral disorder
198_73.ann_T5,Premise,638,782,"Current Minimental is 24/30 and Yesavage test 14/15, there is no neurological focality, tremor or tone or gait disorders on physical examination"
198_73.ann_T6,Premise,784,1017,Two months ago he came to the emergency department after a mild traumatic brain injury due to an accidental fall (the only one in 2 years) and a CT scan was performed which did not provide new information compared to the previous MRI
198_73.ann_T24,Claim,1073,1096,Frontotemporal dementia
198_73.ann_T25,Claim,1101,1120,Alzheimer's disease
198_73.ann_T26,Claim,1125,1142,Vascular dementia
198_73.ann_T27,Claim,1147,1164,Lewy body disease
198_73.ann_T28,Claim,1169,1194,Creutzfeldt-Jakob disease
198_73.ann_T29,Claim,1214,1307,This case describes an Alzheimer's disease with insidious onset of short-term memory problems
198_73.ann_T31,Claim,1309,1485,Clinically it can be distinguished from other options by the absence of behavioral problems (typical of frontotemporal dementia) and hallucinations (early in Lewy body disease)
198_73.ann_T37,Claim,1487,1753,"Vascular dementia is diagnosed by criteria that include deficits in memory and two other cognitive areas with consequent functional impairment, but cerebral vascular disease based on history, examination and/or neuroimaging tests, which are not indicated in the case"
198_73.ann_T40,Claim,1755,1906,"Creutzfeldt-Jacob disease is mostly rapidly progressive and usually presents with other clinical, abnormal neurological examination and MRI alterations"
106_135.ann_T1,Premise,55,69,2-year-old boy
106_135.ann_T2,Premise,101,220,"3 episodes of acute otitis media, 1 meningococcal meningitis and 2 pneumonias (one middle lobe and one left upper lobe)"
106_135.ann_T3,Premise,222,387,She has been admitted on 3 occasions for thrombopenic purpura (on three occasions antiplatelet antibodies were negative and bone marrow showed normal megakaryocytes)
106_135.ann_T8,Premise,389,475,Several males of the maternal family had died in childhood due to infectious processes
106_135.ann_T9,Premise,477,541,Physical examination showed lesions typical of atopic dermatitis
106_135.ann_T11,Premise,543,696,The immunological study showed a slight decrease in T-lymphocyte subpopulations; elevated IgA and IgE; decreased IgM and IgG at the lower limit of normal
106_135.ann_T12,Claim,736,760,Wiskott-Aldrich syndrome
106_135.ann_T15,Claim,765,783,Hyper IgE syndrome
106_135.ann_T16,Claim,788,832,Transient hypogammaglobulinemia of childhood
106_135.ann_T18,Claim,837,878,X-linked severe combined immunodeficiency
106_135.ann_T20,Claim,883,915,Common variable immunodeficiency
106_135.ann_T22,Premise,1070,1084,ENT infections
106_135.ann_T23,Premise,1050,1066,2-year-old child
106_135.ann_T24,Premise,1088,1108,Pulmonary infections
106_135.ann_T25,Premise,1112,1131,Hospital admissions
106_135.ann_T26,Premise,1135,1138,PTI
106_135.ann_T27,Premise,1142,1227,Family history of infections with deaths due to infections in males (maternal family)
106_135.ann_T29,Premise,1231,1248,Atopic Dermatitis
106_135.ann_T30,Claim,1250,1529,"All these data, in addition to the analytical data, are describing an immunodeficiency that by the family-maternal history, seems to be X-linked, as several males have died of a similar clinical condition (the father of the patient contributed the Y chromosome, the mother the X)"
106_135.ann_T32,Claim,1531,1792,"Among the X-linked immunodeficiencies is Wiskott-Aldrich syndrome, an entity described with an initial triad of symptoms consisting of bleeding (typical BUT absent in the case: heavy bleeding after circumcision, bloody diarrhea), recurrent infections and eczema"
106_135.ann_T36,Claim,1794,1901,"In addition to thrombocytopenia, they are at increased risk for autoimmune phenomena and lymphoid neoplasms"
106_135.ann_T37,Claim,1903,2121,"The Hyper-IgE option lacks very characteristic clinical data such as bone alterations and skin lesions, which are not atopic dermatitis, since they follow a different pattern (papulopustular rash on the face and scalp)"
106_135.ann_T40,Claim,2123,2366,"The option of transient hypogammaglobulinemia of infancy and the common severe and variable combined immunodeficiency fails, among other features, the determination of immunoglobulins G and M, which are at the lower limit, but within normality"
128_79.ann_T1,Premise,58,191,A 42-year-old married woman with 2 school-age children consults her family physician for a severe headache of about 7 days' evolution
128_79.ann_T2,Premise,193,313,"Although she has been having similar episodes for more than a year, in the last 2 months they have worsened considerably"
128_79.ann_T5,Premise,315,559,"The pain is like a weight that starts in the occipital area, spreads to both temporal regions and is barely relieved by taking 650 mg paracetamol tablets, so she requests a CT scan (she is convinced that ""something must be wrong with her head"")"
128_79.ann_T6,Claim,632,640,Migraine
128_79.ann_T8,Claim,645,663,Vascular disorders
128_79.ann_T9,Claim,668,693,Temporal artery arteritis
128_79.ann_T11,Claim,698,705,Tension
128_79.ann_T12,Claim,710,719,Oncologic
128_79.ann_T14,Premise,932,1104,they show a patient stressed by her children with recurrent headaches of occipital location that she previously relieved with a low dose of paracetamol and now she does not
128_79.ann_T15,Claim,1106,1236,"Both the initially occipital location, the 2-year evolution time, and the sensation of weight lead to answer 4, a tension headache"
128_79.ann_T16,Claim,1238,1432,"Migraine and vascular disorders, accompanied by other neurological symptoms or nausea, photophobia, etc., are quickly ruled out, as well as the rare temporal arteritis before the age of 50 years"
128_79.ann_T17,Claim,1434,1590,"Tumor headache is usually ""in crescendo"", not recurrent as the case suggests, and is accompanied by other neurological symptoms or intracranial hypertension"
152_72.ann_T1,Premise,44,186,A hyperuricemic patient who usually takes 100 mg of allopurinol daily comes to the ED with acute pain and inflammatory signs in the right knee
152_72.ann_T3,Premise,188,303,Arthrocentesis is performed and polarized light microscopy shows intracellular crystals with negative birefringence
152_72.ann_T5,Claim,392,446,Discontinue allopurinol and start colchicine treatment
152_72.ann_T6,Claim,451,491,Discontinue allopurinol and start NSAIDs
152_72.ann_T7,Claim,496,532,Add an NSAID until the crisis remits
152_72.ann_T8,Claim,537,583,Increase the dose of allopurinol to 300 mg/day
152_72.ann_T10,Claim,588,630,Substitute allopurinol for uricosuric acid
152_72.ann_T16,Claim,650,888,"In the presence of acute gouty arthritis (the presence of intracellular crystals with negative birefringence confirms this) in a hyperuricemic patient previously treated with allopurinol, an NSAID should be added until the crisis subsides"
152_72.ann_T20,Claim,890,1042,No changes should be made in the hypouricemic treatment during this period because the uric acid metabolic chain is altered and the situation may worsen
141_135.ann_T1,Premise,42,210,"A 2-year-old boy, his personal history includes: 3 episodes of acute otitis media, 1 meningococcal meningitis and 2 pneumonias (one middle lobe and one left upper lobe)"
141_135.ann_T2,Premise,212,377,She has been admitted on 3 occasions for thrombopenic purpura (on three occasions antiplatelet antibodies were negative and bone marrow showed normal megakaryocytes)
141_135.ann_T3,Premise,379,465,Several males of the maternal family had died in childhood due to infectious processes
141_135.ann_T4,Premise,467,526,The examination showed typical lesions of atopic dermatitis
141_135.ann_T5,Premise,528,681,The immunological study showed a slight decrease in T lymphocyte subpopulations; elevated IgA and IgE; decreased IgM and IgG at the lower limit of normal
141_135.ann_T15,Claim,721,745,Wiskott-Aldrich syndrome
141_135.ann_T16,Claim,750,768,Hyper IgE syndrome
141_135.ann_T17,Claim,773,815,Transient hypogammaglobulinemia of infancy
141_135.ann_T20,Claim,820,865,Severe X-associated combined immunodeficiency
141_135.ann_T21,Claim,870,902,Common variable immunodeficiency
141_135.ann_T22,Claim,922,945,The correct answer is 1
141_135.ann_T27,Claim,947,1091,"Wiskott-Aldrich syndrome associates immunodeficiency, thrombopenia and atopic dermatitis with the immunological study described in the statement"
193_161.ann_T1,Premise,42,164,In a 3-month-old infant all the clinical manifestations outlined below would make it necessary to rule out cystic fibrosis
193_161.ann_T3,Claim,177,204,Delayed meconium evacuation
193_161.ann_T4,Claim,209,232,Salty taste of the skin
193_161.ann_T5,Claim,237,286,Isolation of secretions of Pseudomonas aeruginosa
193_161.ann_T6,Claim,291,334,Deterioration/detention of the weight curve
193_161.ann_T7,Claim,339,364,Hypernatremic dehydration
193_161.ann_T9,Claim,384,438,Dehydration may be due to diarrhea of other etiologies
193_161.ann_T13,Claim,526,630,We have to understand that the growth of Pseudomona aeruginosa is in the culture of bronchial secretions
193_161.ann_T15,Claim,632,792,Because clearly the indication to perform a sweat chlorine (to rule out FQP) are the HIPOnatremic dehydrations and not the hypernatremic ones as the answer says
193_161.ann_T11,Claim,440,524,I have doubts about answer 3 since it does not specify which secretions are involved
124_46.ann_T1,Premise,42,128,A 58-year-old woman comes for a follow-up visit for diabetes mellitus and hypertension
124_46.ann_T2,Premise,130,217,She feels well but states that she has stopped taking verapamil because of constipation
124_46.ann_T7,Premise,219,282,She presents with intolerance to ACE inhibitors due to coughing
124_46.ann_T10,Premise,284,330,"On examination, blood pressure is 156/92 mm Hg"
124_46.ann_T12,Premise,332,457,"CBC includes a creatinine of 1.6 mg/dL, 24-hour urine protein excretion of 1.5 g/day, and a creatinine clearance of 45 ml/min"
124_46.ann_T14,Claim,584,623,Angiotensin converting enzyme inhibitor
124_46.ann_T16,Claim,628,656,Angiotensin receptor blocker
124_46.ann_T18,Claim,661,679,Calcium antagonist
124_46.ann_T21,Claim,684,697,Alpha-blocker
124_46.ann_T23,Claim,702,714,Beta-blocker
124_46.ann_T32,Claim,775,904,The antihypertensive drugs that have been shown to slow the progression of diabetic nephropathy are the ACE inhibitors and ARAIIs
124_46.ann_T33,Claim,906,1119,"Specifically, angiotensin II receptor blockers have demonstrated their efficacy in this field for type 2 DM, which together with the side effects that IECAS produce in the patient makes an ARAII the drug of choice"
125_105.ann_T1,Premise,42,129,"19-year-old woman, weight 60 kg, with acute dehydration due to long exposure to the sun"
125_105.ann_T2,Premise,131,168,Blood pressure lying down 100/60 mmHg
125_105.ann_T3,Premise,170,204,Standing 70/50 mmHg with dizziness
125_105.ann_T4,Premise,206,236,Serum sodium levels 155 mmol/L
125_105.ann_T5,Claim,346,399,"Hypertonic saline (3%), 500 ml + 500 ml of 5% glucose"
125_105.ann_T7,Claim,404,438,"Hyposaline saline (0.45%), 3000 ml"
125_105.ann_T9,Claim,443,467,Serum glucose 5% 1000 ml
125_105.ann_T11,Claim,472,508,Oral hydration with 1 liter of water
125_105.ann_T13,Claim,513,544,"Isotonic saline (0.9%), 2000 ml"
125_105.ann_T15,Claim,650,693,some guidelines advise using glucose saline
125_105.ann_T16,Claim,695,721,others absolutely forbid i
125_105.ann_T18,Claim,730,849,"I have decided to rely on the treatment recommended by Harrison, which is the manual that MIR examiners usually rely on"
125_105.ann_T19,Claim,851,924,This girl presents with hypernatremia due to extrarenal free water losses
125_105.ann_T21,Claim,926,1025,The goal is to replace the lost water and reduce the natremia at a rate of no more than 12 mmol/day
125_105.ann_T23,Claim,1027,1097,"To calculate fluid therapy, the water deficit must first be calculated"
125_105.ann_T24,Claim,1099,1203,Water def. Water = (Natremia-140/140)xTotal body water. TBW = Weight in kg x 0.4 in females/0.5 in males
125_105.ann_T25,Claim,1205,1295,"In this case, the water deficit is: ([[tel:155-140/140|155-140/140]])x60x0.4 = 2.57 liters"
125_105.ann_T26,Claim,1297,1475,"There are only two answers that come close to this figure, but 2 seems more correct, as it is the only one that completely covers the water deficit and uses a hyposodium solution"
140_134.ann_T1,Premise,42,245,"A newborn of 37 weeks gestational age, with no pathological findings in the prenatal ultrasound, presents in the examination performed in the delivery room a ""stop"" to the passage of the nasogastric tube"
140_134.ann_T3,Premise,247,352,"Chest and abdominal X-ray showed an atresic esophageal pouch, with normal gastrointestinal pneumatization"
140_134.ann_T4,Premise,354,493,"After a diagnostic evaluation that ruled out other anomalies and being in a stable respiratory condition, surgical intervention was decided"
140_134.ann_T6,Claim,565,610,Due to the impossibility of swallowing saliva
140_134.ann_T11,Claim,615,669,Because of frequently associated cardiac malformations
140_134.ann_T12,Claim,674,719,Because of the risk of aspiration pneumonitis
140_134.ann_T13,Claim,724,767,Due to the impossibility of enteral feeding
140_134.ann_T14,Claim,772,797,Associated tracheomalacia
140_134.ann_T15,Claim,817,840,The correct answer is 3
140_134.ann_T17,Claim,842,989,The fact that there is intestinal aeration points to the existence of a fistula of the lower esophageal segment with the trachea or with a bronchus
140_134.ann_T18,Claim,991,1096,"In this case, pulmonary complications are frequent due to the passage of gastric contents into the airway"
132_229.ann_T1,Premise,58,206,"A 54-year-old man, with a personal history of DM, hypertension and mild chronic renal insufficiency, presented with somnolence and right hemiparesis"
132_229.ann_T2,Premise,208,309,"Laboratory tests: creatinine 2.3 mg/dl, Hb 10.3 g/dl and platelets 20000 mm3, with normal coagulation"
132_229.ann_T5,Premise,311,370,Cranial CT: ischemic lesions with microhemorrhagic necrosis
132_229.ann_T7,Premise,372,506,"Subsequently, he began with progressive deterioration of the level of consciousness and increase of Cr, LDH and unconjugated bilirubin"
132_229.ann_T9,Premise,508,540,Direct Coombs' test was negative
132_229.ann_T10,Premise,542,563,Schistocytes in smear
132_229.ann_T12,Claim,646,735,New cranial CT in the presence of suspected hemorrhagic transformation of ischemic stroke
132_229.ann_T14,Claim,740,770,Initiate urgent plasmapheresis
132_229.ann_T16,Claim,775,843,Beginning of treatment with glucocorticoids at a dose of 1 mg/kg/day
132_229.ann_T17,Claim,848,882,Search for triggering cause of DIC
132_229.ann_T20,Claim,887,935,Suspected multiple myeloma: bone marrow aspirate
132_229.ann_T21,Premise,955,1029,Let's see: a patient with certain history who has: - Schistocytes in smear
132_229.ann_T22,Claim,1031,1172,"indicates microangiopathic anemia, red cell rupture of mechanical cause, which can be seen mainly in PTT, autoimmune hemolytic anemia and DIC"
132_229.ann_T26,Claim,1176,1229,"Bicytopenia: here the causes can be very, very varied"
132_229.ann_T27,Premise,1233,1263,Elevation of LDH and Bilirubin
132_229.ann_T29,Premise,1321,1349,Negative direct Coombs' test
132_229.ann_T31,Claim,1265,1317,which indicates a massive rupture of red blood cells
132_229.ann_T32,Claim,1351,1438,"essential data, indicating that there is no antibody that sticks to the red blood cells"
132_229.ann_T33,Claim,1493,1650,"Answer 1: it cannot be because a hemorrhagic transformation does not give such a brutal elevation of LDH and Cr, in addition to not explaining schistocytosis"
132_229.ann_T43,Claim,1652,2157,"Answer 2: urgent plasmapheresis... in case of thrombotic thrombocytopenic purpura, yes; I like this answer because it justifies bicytopenia, since microangiopathic hemolytic anemia is produced by rupture of red blood cells when they are fragmented by ultralong von Willebrand factor multimers in case of deficiency of the ADAMST13 enzyme, resulting in brutal platelet aggregates and the flow cytometer does not count 400 platelets, but a molondron of platelets that form a mass, hence the thrombocytopenia"
132_229.ann_T44,Claim,2159,2223,"It also explains the negative direct Coombs, elevated LDH and Cr"
132_229.ann_T46,Claim,2225,2487,Answer 3: a situation as critical as that patient's indicates that something big is going on and I would not sit and wait for glucocorticoids to take effect...and I do not know right now what pathology gives that symptomatology and has that treatment as standard
132_229.ann_T47,Claim,2489,2690,"Answer 4: looking for a trigger for DIC...it would make sense if it were not for the fact that in DIC it is VERY characteristic the consumption of coagulation factors, which is not present in this case"
132_229.ann_T48,Claim,2692,2884,"Answer 5: a myeloma does not give schistocytosis nor does it have this symptomatology, they would have to give other data that would support this pathology, such as bone pain and hypercalcemia"
177_93.ann_T1,Premise,42,121,"A 30-year-old woman, asymptomatic, is found to be anemic on routine examination"
177_93.ann_T2,Premise,123,190,Physical examination reveals conjunctival jaundice and splenomegaly
177_93.ann_T3,Premise,192,267,The patient refers to a family history of biliary lithiasis at an early age
177_93.ann_T7,Claim,522,635,"You have probably looked at answer 5, hereditary spherocytosis, associated with biliary lithiasis at an early age"
177_93.ann_T8,Claim,637,669,"Exactly, that is the correct one"
177_93.ann_T9,Claim,322,366,Glucose 6-phosphate dehydrogenase deficiency
177_93.ann_T10,Claim,371,388,Thalassemia minor
177_93.ann_T11,Claim,393,433,Vitamin Bl2 and/or folic acid deficiency
177_93.ann_T12,Claim,438,473,Familial pyruvate kinase deficiency
177_93.ann_T13,Claim,478,502,Hereditary spherocytosis
177_93.ann_T14,Claim,671,815,"In the statement they have not stopped giving clues: conjunctival jaundice, splenomegaly and family history of biliary lithiasis at an early age"
177_93.ann_T15,Premise,817,916,"He has reached 30 years of age without suffering a hemolytic crisis, without suffering any symptoms"
177_93.ann_T16,Claim,918,1035,There was no mention of microcytosis or macrocytosis to suggest thalassemia minor or B12 and/or folic acid deficiency
177_93.ann_T17,Claim,1037,1143,"Nor of hemolytic crisis associated with the consumption of drugs, infections or ingestion of beans or peas"
177_93.ann_T18,Claim,1145,1217,They have not given any clues to stop to think about other possibilities
115_98.ann_T14,Premise,42,215,A 32-year-old woman with cerebral palsy from childbirth comes to the emergency department for a few days of dark urine associated with an episode of high fever and dry cough
115_98.ann_T15,Premise,217,342,"On admission, the CBC showed 16900 leukocytes/mm3 (85% S, 11% L, 4% M), hemoglobin 6.3 g/dL; MCV 109 fl, 360000 platelets/mm3"
115_98.ann_T16,Premise,344,449,"In the biochemistry LDH 2408; bilirubin 6.8 mg/dl, (unconjugated bilirubin 6.1 mg/dl), normal GOT and GPT"
115_98.ann_T17,Premise,451,584,The morphological study of blood showed macrocytic anisocytosis with frequent spherocytic forms and polychromatophilia without blasts
115_98.ann_T18,Premise,586,676,"The irregular antibody study is positive for panagglutinin, making crossmatching difficult"
115_98.ann_T20,Claim,746,817,Medullary aplasia and immunotherapy with thymoglobulin and cyclosporine
115_98.ann_T21,Claim,822,862,Hereditary spherocytosis and splenectomy
115_98.ann_T22,Claim,867,952,Autoimmune hemolytic anemia associated with respiratory infection and corticosteroids
115_98.ann_T23,Claim,957,1013,Pernicious anemia and periodic injections of vitamin B12
115_98.ann_T24,Claim,1018,1049,Acute leukemia and chemotherapy
