ID,CLASS,IDX_B,IDX_O,TEXT
189_71.ann_R1,Support,Ent1:T3,Ent2:T12,
189_71.ann_R2,Support,Ent1:T6,Ent2:T3,
114_96.ann_R1,Support,Ent1:T25,Ent2:T14,
114_96.ann_R2,Support,Ent1:T22,Ent2:T25,
114_96.ann_R3,Support,Ent1:T24,Ent2:T25,
114_96.ann_R4,Support,Ent1:T9,Ent2:T22,
114_96.ann_R5,Support,Ent1:T9,Ent2:T24,
154_75.ann_R1,Support,Ent1:T24,Ent2:T9,
154_75.ann_R2,Support,Ent1:T26,Ent2:T14,
154_75.ann_R3,Attack,Ent1:T26,Ent2:T24,
154_75.ann_R4,Support,Ent1:T27,Ent2:T26,
178_94.ann_R1,Support,Ent1:T1,Ent2:T16,
178_94.ann_R2,Support,Ent1:T3,Ent2:T16,
178_94.ann_R3,Support,Ent1:T2,Ent2:T18,
178_94.ann_R4,Support,Ent1:T3,Ent2:T20,
178_94.ann_R5,Support,Ent1:T18,Ent2:T23,
178_94.ann_R6,Support,Ent1:T16,Ent2:T25,
178_94.ann_R7,Support,Ent1:T23,Ent2:T25,
178_94.ann_R8,Support,Ent1:T20,Ent2:T25,
178_94.ann_R9,Attack,Ent1:T25,Ent2:T6,
178_94.ann_R10,Attack,Ent1:T25,Ent2:T7,
178_94.ann_R11,Attack,Ent1:T25,Ent2:T10,
178_94.ann_R12,Support,Ent1:T25,Ent2:T26,
178_94.ann_R13,Support,Ent1:T2,Ent2:T27,
178_94.ann_R14,Support,Ent1:T3,Ent2:T27,
178_94.ann_R15,Support,Ent1:T1,Ent2:T27,
178_94.ann_R16,Support,Ent1:T27,Ent2:T9,
178_94.ann_R17,Attack,Ent1:T31,Ent2:T7,
178_94.ann_R18,Support,Ent1:T1,Ent2:T31,
119_119.ann_R1,Support,Ent1:T16,Ent2:T6,
119_119.ann_R2,Attack,Ent1:T29,Ent2:T8,
119_119.ann_R3,Support,Ent1:T2,Ent2:T29,
119_119.ann_R4,Support,Ent1:T30,Ent2:T31,
119_119.ann_R5,Support,Ent1:T3,Ent2:T16,
159_111.ann_R1,Support,Ent1:T22,Ent2:T9,
159_111.ann_R2,Attack,Ent1:T23,Ent2:T22,
159_111.ann_R3,Support,Ent1:T26,Ent2:T9,
159_111.ann_R4,Support,Ent1:T26,Ent2:T22,
159_111.ann_R5,Attack,Ent1:T28,Ent2:T22,
159_111.ann_R6,Attack,Ent1:T28,Ent2:T9,
159_111.ann_R7,Support,Ent1:T2,Ent2:T30,
159_111.ann_R8,Support,Ent1:T32,Ent2:T10,
159_111.ann_R9,Support,Ent1:T34,Ent2:T32,
159_111.ann_R10,Support,Ent1:T36,Ent2:T32,
159_111.ann_R11,Support,Ent1:T37,Ent2:T32,
159_111.ann_R12,Support,Ent1:T38,Ent2:T13,
159_111.ann_R13,Support,Ent1:T40,Ent2:T38,
159_111.ann_R14,Attack,Ent1:T42,Ent2:T38,
159_111.ann_R15,Support,Ent1:T43,Ent2:T38,
159_111.ann_R16,Attack,Ent1:T43,Ent2:T32,
159_111.ann_R17,Support,Ent1:T44,Ent2:T38,
159_111.ann_R18,Support,Ent1:T46,Ent2:T38,
159_111.ann_R19,Attack,Ent1:T48,Ent2:T15,
159_111.ann_R20,Attack,Ent1:T50,Ent2:T15,
159_111.ann_R21,Attack,Ent1:T55,Ent2:T15,
159_111.ann_R22,Support,Ent1:T60,Ent2:T15,
159_111.ann_R23,Attack,Ent1:T62,Ent2:T17,
159_111.ann_R24,Support,Ent1:T65,Ent2:T13,
159_111.ann_R25,Support,Ent1:T64,Ent2:T9,
134_169.ann_R1,Support,Ent1:T14,Ent2:T4,
134_169.ann_R2,Support,Ent1:T1,Ent2:T16,
134_169.ann_R3,Support,Ent1:T16,Ent2:T4,
134_169.ann_R4,Support,Ent1:T24,Ent2:T4,
134_169.ann_R5,Attack,Ent1:T25,Ent2:T6,
134_169.ann_R6,Attack,Ent1:T25,Ent2:T7,
134_169.ann_R7,Attack,Ent1:T26,Ent2:T8,
134_169.ann_R8,Support,Ent1:T2,Ent2:T14,
145_143.ann_R1,Support,Ent1:T12,Ent2:T9,
145_143.ann_R2,Support,Ent1:T13,Ent2:T9,
145_143.ann_R3,Attack,Ent1:T15,Ent2:T11,
165_229.ann_R1,Support,Ent1:T16,Ent2:T7,
165_229.ann_R2,Support,Ent1:T17,Ent2:T7,
165_229.ann_R3,Support,Ent1:T3,Ent2:T18,
165_229.ann_R4,Support,Ent1:T21,Ent2:T7,
165_229.ann_R5,Support,Ent1:T18,Ent2:T21,
165_229.ann_R6,Support,Ent1:T1,Ent2:T22,
165_229.ann_R7,Support,Ent1:T22,Ent2:T7,
165_229.ann_R8,Attack,Ent1:T21,Ent2:T9,
165_229.ann_R9,Attack,Ent1:T21,Ent2:T8,
165_229.ann_R10,Support,Ent1:T21,Ent2:T7,
164_123.ann_R1,Support,Ent1:T17,Ent2:T12,
164_123.ann_R2,Support,Ent1:T5,Ent2:T22,
164_123.ann_R3,Support,Ent1:T22,Ent2:T12,
164_123.ann_R4,Support,Ent1:T5,Ent2:T23,
164_123.ann_R5,Support,Ent1:T24,Ent2:T22,
164_123.ann_R6,Support,Ent1:T19,Ent2:T24,
102_87.ann_R1,Support,Ent1:T17,Ent2:T7,
102_87.ann_R2,Support,Ent1:T1,Ent2:T17,
102_87.ann_R3,Support,Ent1:T2,Ent2:T17,
102_87.ann_R4,Support,Ent1:T5,Ent2:T17,
102_87.ann_R5,Support,Ent1:T6,Ent2:T17,
169_87.ann_R1,Support,Ent1:T14,Ent2:T7,
194_162.ann_R1,Support,Ent1:T3,Ent2:T9,
194_162.ann_R2,Support,Ent1:T18,Ent2:T9,
194_162.ann_R3,Support,Ent1:T9,Ent2:T12,
194_162.ann_R4,Support,Ent1:T1,Ent2:T18,
100_85.ann_R1,Support,Ent1:T16,Ent2:T2,
100_85.ann_R2,Attack,Ent1:T18,Ent2:T6,
100_85.ann_R3,Attack,Ent1:T18,Ent2:T11,
122_119.ann_R1,Support,Ent1:T16,Ent2:T6,
122_119.ann_R2,Support,Ent1:T17,Ent2:T16,
122_119.ann_R3,Support,Ent1:T17,Ent2:T6,
122_119.ann_R4,Attack,Ent1:T18,Ent2:T10,
122_119.ann_R5,Support,Ent1:T22,Ent2:T6,
155_83.ann_R1,Support,Ent1:T23,Ent2:T10,
155_83.ann_R2,Support,Ent1:T17,Ent2:T10,
137_164.ann_R1,Support,Ent1:T9,Ent2:T11,
137_164.ann_R2,Support,Ent1:T10,Ent2:T11,
137_164.ann_R3,Support,Ent1:T11,Ent2:T4,
137_164.ann_R4,Support,Ent1:T12,Ent2:T4,
136_132.ann_R1,Support,Ent1:T4,Ent2:T16,
136_132.ann_R2,Support,Ent1:T16,Ent2:T11,
187_68.ann_R1,Support,Ent1:T1,Ent2:T16,
187_68.ann_R2,Support,Ent1:T10,Ent2:T7,
126_59.ann_R1,Support,Ent1:T15,Ent2:T8,
126_59.ann_R2,Support,Ent1:T16,Ent2:T8,
126_59.ann_R3,Support,Ent1:T20,Ent2:T8,
147_157.ann_R1,Support,Ent1:T15,Ent2:T18,
147_157.ann_R2,Attack,Ent1:T15,Ent2:T5,
147_157.ann_R3,Attack,Ent1:T18,Ent2:T5,
147_157.ann_R4,Attack,Ent1:T20,Ent2:T7,
147_157.ann_R5,Attack,Ent1:T23,Ent2:T8,
147_157.ann_R6,Support,Ent1:T24,Ent2:T6,
147_157.ann_R7,Support,Ent1:T24,Ent2:T10,
147_157.ann_R8,Support,Ent1:T25,Ent2:T10,
147_157.ann_R9,Attack,Ent1:T25,Ent2:T6,
147_157.ann_R10,Support,Ent1:T26,Ent2:T10,
147_157.ann_R11,Support,Ent1:T28,Ent2:T10,
147_157.ann_R12,Support,Ent1:T26,Ent2:T28,
147_157.ann_R13,Support,Ent1:T4,Ent2:T15,
147_157.ann_R14,Support,Ent1:T3,Ent2:T15,
151_70.ann_R1,Support,Ent1:T1,Ent2:T10,
151_70.ann_R2,Support,Ent1:T2,Ent2:T10,
151_70.ann_R3,Support,Ent1:T13,Ent2:T9,
151_70.ann_R4,Support,Ent1:T10,Ent2:T13,
108_219.ann_R1,Support,Ent1:T11,Ent2:T5,
108_219.ann_R2,Support,Ent1:T11,Ent2:T6,
108_219.ann_R3,Attack,Ent1:T13,Ent2:T5,
108_219.ann_R4,Support,Ent1:T13,Ent2:T6,
117_112.ann_R1,Support,Ent1:T3,Ent2:T25,
117_112.ann_R2,Support,Ent1:T25,Ent2:T10,
117_112.ann_R3,Support,Ent1:T22,Ent2:T10,
117_112.ann_R4,Support,Ent1:T2,Ent2:T10,
117_112.ann_R5,Support,Ent1:T3,Ent2:T10,
143_141.ann_R1,Support,Ent1:T13,Ent2:T10,
143_141.ann_R2,Support,Ent1:T15,Ent2:T13,
172_50.ann_R1,Support,Ent1:T2,Ent2:T12,
172_50.ann_R2,Support,Ent1:T12,Ent2:T6,
172_50.ann_R3,Support,Ent1:T12,Ent2:T5,
172_50.ann_R4,Attack,Ent1:T13,Ent2:T3,
172_50.ann_R5,Support,Ent1:T2,Ent2:T13,
172_50.ann_R6,Support,Ent1:T2,Ent2:T16,
172_50.ann_R7,Support,Ent1:T16,Ent2:T4,
172_50.ann_R8,Support,Ent1:T20,Ent2:T7,
118_117.ann_R1,Support,Ent1:T1,Ent2:T7,
118_117.ann_R2,Support,Ent1:T17,Ent2:T7,
191_125.ann_R1,Support,Ent1:T4,Ent2:T22,
191_125.ann_R2,Support,Ent1:T23,Ent2:T28,
191_125.ann_R3,Support,Ent1:T22,Ent2:T23,
191_125.ann_R4,Attack,Ent1:T28,Ent2:T17,
160_117.ann_R1,Support,Ent1:T12,Ent2:T4,
160_117.ann_R2,Support,Ent1:T13,Ent2:T4,
160_117.ann_R3,Support,Ent1:T1,Ent2:T20,
160_117.ann_R4,Support,Ent1:T20,Ent2:T21,
160_117.ann_R5,Support,Ent1:T21,Ent2:T4,
192_160.ann_R1,Support,Ent1:T3,Ent2:T15,
192_160.ann_R2,Attack,Ent1:T16,Ent2:T7,
192_160.ann_R3,Attack,Ent1:T16,Ent2:T9,
192_160.ann_R4,Attack,Ent1:T16,Ent2:T12,
192_160.ann_R5,Support,Ent1:T16,Ent2:T13,
192_160.ann_R6,Attack,Ent1:T17,Ent2:T12,
162_121.ann_R1,Support,Ent1:T15,Ent2:T11,
162_121.ann_R2,Support,Ent1:T17,Ent2:T11,
162_121.ann_R3,Support,Ent1:T21,Ent2:T11,
168_86.ann_R1,Support,Ent1:T1,Ent2:T12,
168_86.ann_R2,Support,Ent1:T19,Ent2:T7,
168_86.ann_R3,Attack,Ent1:T19,Ent2:T5,
168_86.ann_R4,Attack,Ent1:T19,Ent2:T4,
168_86.ann_R5,Attack,Ent1:T19,Ent2:T6,
168_86.ann_R6,Attack,Ent1:T19,Ent2:T2,
168_86.ann_R7,Attack,Ent1:T20,Ent2:T6,
